year,Week,timerange,death,injuries
2020,Sunday,Night,0,0
2020,Monday,Morning,0,1
2020,Tuesday,Night,0,1
2020,Wednesday,Morning,0,1
2020,Wednesday,Evening,0,1
2020,Friday,Night,0,0
2020,Friday,Evening,0,0
2020,Friday,Afternoon,0,0
2020,Friday,Evening,0,1
2020,Friday,Evening,0,0
2020,Saturday,Evening,0,1
2020,Saturday,Night,0,0
2020,Saturday,Morning,0,0
2020,Sunday,Night,0,2
2020,Monday,Evening,0,1
2020,Monday,Night,0,1
2020,Monday,Evening,0,1
2020,Monday,Night,0,0
2020,Tuesday,Afternoon,0,1
2020,Tuesday,Afternoon,0,0
2020,Thursday,Evening,0,1
2020,Friday,Evening,0,0
2020,Saturday,Evening,0,0
2020,Saturday,Afternoon,0,0
2020,Saturday,Morning,0,0
2020,Sunday,Evening,0,0
2020,Sunday,Night,0,0
2020,Sunday,Morning,0,0
2020,Sunday,Morning,0,1
2020,Sunday,Evening,0,0
2020,Monday,Morning,0,0
2020,Monday,Night,0,0
2020,Monday,Night,0,0
2020,Wednesday,Afternoon,0,1
2020,Wednesday,Evening,0,0
2020,Thursday,Evening,0,0
2020,Thursday,Evening,0,1
2020,Saturday,Morning,0,0
2020,Sunday,Night,0,0
2020,Sunday,Afternoon,0,0
2020,Monday,Evening,0,0
2020,Monday,Evening,0,0
2020,Wednesday,Morning,0,1
2020,Wednesday,Night,1,0
2020,Thursday,Morning,0,2
2020,Thursday,Night,0,0
2020,Thursday,Night,0,0
2020,Thursday,Evening,0,1
2020,Thursday,Evening,0,0
2020,Friday,Night,0,0
2020,Saturday,Night,0,0
2020,Sunday,Evening,0,1
2020,Monday,Morning,0,0
2020,Monday,Night,0,1
2020,Monday,Night,0,1
2020,Monday,Night,0,0
2020,Tuesday,Evening,0,0
2020,Tuesday,Evening,0,0
2020,Wednesday,Night,0,0
2020,Wednesday,Night,0,0
2020,Wednesday,Evening,0,2
2020,Wednesday,Evening,0,1
2020,Wednesday,Evening,0,3
2020,Wednesday,Night,0,1
2020,Wednesday,Night,0,1
2020,Thursday,Morning,0,0
2020,Thursday,Evening,1,0
2020,Thursday,Evening,0,0
2020,Friday,Night,0,0
2020,Friday,Night,0,1
2020,Saturday,Night,0,0
2020,Saturday,Evening,0,0
2020,Sunday,Night,0,0
2020,Sunday,Evening,0,0
2020,Sunday,Afternoon,0,0
2020,Tuesday,Evening,0,0
2020,Tuesday,Night,0,0
2020,Tuesday,Evening,0,0
2020,Wednesday,Afternoon,0,1
2020,Wednesday,Evening,0,0
2020,Wednesday,Night,0,1
2020,Wednesday,Evening,0,0
2020,Wednesday,Evening,0,0
2020,Thursday,Evening,0,1
2020,Thursday,Evening,0,2
2020,Thursday,Night,0,0
2020,Friday,Evening,0,3
2020,Friday,Afternoon,0,2
2020,Friday,Afternoon,0,1
2020,Saturday,Evening,0,1
2020,Tuesday,Morning,0,1
2020,Wednesday,Evening,0,1
2020,Wednesday,Evening,0,0
2020,Wednesday,Night,0,6
2020,Wednesday,Night,0,0
2020,Wednesday,Night,1,0
2020,Thursday,Night,0,0
2020,Thursday,Night,0,0
2020,Thursday,Night,0,0
2020,Thursday,Night,0,0
2020,Friday,Night,0,1
2020,Monday,Night,0,0
2020,Monday,Night,0,0
2020,Monday,Night,0,0
2020,Tuesday,Night,0,1
2020,Wednesday,Evening,0,0
2020,Wednesday,Night,0,0
2020,Wednesday,Evening,0,0
2020,Wednesday,Night,0,0
2020,Wednesday,Evening,0,2
2020,Thursday,Afternoon,1,0
2020,Friday,Evening,0,0
2020,Saturday,Night,0,0
2020,Tuesday,Evening,0,1
2020,Thursday,Evening,0,0
2020,Friday,Night,0,0
2020,Saturday,Night,0,0
2020,Sunday,Evening,1,0
2020,Monday,Evening,0,0
2020,Monday,Evening,0,0
2020,Tuesday,Night,0,0
2020,Tuesday,Evening,0,1
2020,Wednesday,Evening,0,0
2020,Wednesday,Evening,0,0
2020,Thursday,Evening,0,1
2020,Thursday,Evening,0,0
2020,Thursday,Evening,1,1
2020,Thursday,Evening,0,1
2020,Friday,Night,0,0
2020,Saturday,Evening,0,0
2020,Saturday,Evening,0,0
2020,Saturday,Evening,0,2
2020,Saturday,Evening,0,1
2020,Sunday,Night,0,1
2020,Sunday,Evening,1,1
2020,Sunday,Evening,1,0
2020,Sunday,Night,0,0
2020,Sunday,Evening,0,0
2020,Tuesday,Night,0,0
2020,Tuesday,Evening,0,0
2020,Tuesday,Evening,0,0
2020,Tuesday,Evening,0,1
2020,Wednesday,Evening,0,0
2020,Thursday,Morning,1,0
2020,Friday,Night,0,0
2020,Saturday,Morning,1,2
2020,Saturday,Afternoon,0,1
2020,Sunday,Evening,0,0
2020,Tuesday,Night,0,0
2020,Wednesday,Evening,1,0
2020,Wednesday,Morning,0,0
2020,Thursday,Afternoon,0,0
2020,Thursday,Night,0,0
2020,Thursday,Night,0,0
2020,Thursday,Night,0,0
2020,Thursday,Morning,0,0
2020,Saturday,Afternoon,0,0
2020,Sunday,Night,0,0
2020,Monday,Afternoon,0,0
2020,Monday,Night,0,0
2020,Tuesday,Night,0,0
2020,Wednesday,Afternoon,0,0
2020,Thursday,Evening,0,0
2020,Friday,Morning,0,1
2020,Saturday,Night,0,0
2020,Tuesday,Night,0,0
2020,Wednesday,Night,0,0
2020,Thursday,Night,0,0
2020,Saturday,Evening,0,1
2020,Saturday,Night,0,0
2020,Sunday,Afternoon,1,0
2020,Wednesday,Evening,0,0
2020,Friday,Afternoon,0,0
2020,Saturday,Afternoon,0,0
2020,Monday,Evening,0,0
2020,Monday,Evening,0,0
2020,Tuesday,Afternoon,0,0
2020,Wednesday,Evening,0,1
2020,Saturday,Afternoon,1,3
2020,Saturday,Evening,0,0
2020,Sunday,Afternoon,0,1
2020,Tuesday,Evening,0,1
2020,Thursday,Evening,0,1
2020,Thursday,Evening,0,1
2020,Friday,Afternoon,0,0
2020,Friday,Evening,0,0
2020,Friday,Evening,0,0
2020,Sunday,Night,0,0
2020,Friday,Evening,0,0
2020,Saturday,Evening,0,0
2020,Sunday,Evening,0,0
2020,Tuesday,Evening,0,0
2020,Tuesday,Afternoon,0,1
2020,Thursday,Night,0,0
2020,Saturday,Night,0,1
2020,Saturday,Night,0,1
2020,Sunday,Evening,0,0
2020,Tuesday,Afternoon,1,1
2020,Tuesday,Evening,0,0
2020,Wednesday,Evening,0,0
2020,Saturday,Night,0,0
2020,Sunday,Morning,0,1
2020,Friday,Evening,0,0
2020,Saturday,Evening,0,2
2020,Saturday,Morning,0,1
2020,Sunday,Afternoon,0,1
2020,Monday,Night,0,0
2020,Tuesday,Afternoon,0,0
2020,Wednesday,Night,0,0
2020,Wednesday,Evening,0,1
2020,Sunday,Night,0,0
2020,Monday,Night,0,0
2020,Wednesday,Afternoon,0,1
2020,Thursday,Afternoon,0,0
2020,Friday,Morning,0,0
2020,Monday,Afternoon,0,1
2020,Monday,Morning,0,0
2020,Thursday,Evening,0,1
2021,Friday,Night,0,0
2021,Friday,Night,0,0
2021,Friday,Morning,0,1
2021,Friday,Evening,0,1
2021,Saturday,Evening,0,0
2021,Saturday,Afternoon,0,2
2021,Monday,Night,0,0
2021,Monday,Night,0,0
2021,Wednesday,Evening,0,0
2021,Thursday,Afternoon,0,1
2021,Thursday,Evening,0,0
2021,Saturday,Afternoon,0,0
2021,Sunday,Afternoon,0,0
2021,Wednesday,Evening,0,0
2021,Friday,Evening,0,0
2021,Sunday,Afternoon,1,0
2021,Sunday,Night,0,0
2021,Wednesday,Evening,0,1
2021,Wednesday,Evening,0,0
2021,Thursday,Evening,1,0
2021,Thursday,Night,0,0
2021,Saturday,Night,0,1
2021,Sunday,Morning,0,0
2021,Thursday,Night,0,0
2021,Friday,Evening,1,1
2021,Saturday,Evening,0,0
2021,Sunday,Evening,1,0
2021,Wednesday,Night,0,3
2021,Saturday,Evening,1,1
2021,Monday,Evening,1,0
2021,Monday,Evening,1,0
2021,Tuesday,Evening,1,0
2021,Wednesday,Night,0,1
2021,Wednesday,Evening,0,0
2021,Wednesday,Evening,0,0
2021,Friday,Night,0,1
2021,Friday,Night,0,1
2021,Friday,Evening,1,0
2021,Saturday,Evening,0,1
2021,Monday,Evening,0,0
2021,Monday,Afternoon,0,0
2021,Saturday,Evening,0,1
2021,Tuesday,Evening,0,0
2021,Thursday,Night,0,0
2021,Wednesday,Evening,0,0
2021,Saturday,Evening,0,0
2021,Saturday,Night,0,0
2021,Wednesday,Afternoon,0,0
2021,Wednesday,Evening,0,0
2021,Wednesday,Morning,0,0
2021,Wednesday,Evening,0,0
2021,Wednesday,Afternoon,0,0
2021,Friday,Afternoon,0,0
2021,Friday,Night,0,0
2021,Saturday,Morning,0,0
2021,Saturday,Night,0,0
2021,Wednesday,Afternoon,0,0
2021,Wednesday,Afternoon,0,1
2021,Wednesday,Afternoon,0,0
2021,Wednesday,Evening,0,1
2021,Friday,Night,0,0
2021,Friday,Night,0,0
2021,Saturday,Evening,0,1
2021,Sunday,Evening,0,1
2021,Tuesday,Night,0,0
2021,Tuesday,Night,0,0
2021,Thursday,Night,0,0
2021,Saturday,Night,0,0
2021,Saturday,Night,0,0
2021,Tuesday,Night,0,1
2021,Tuesday,Night,0,1
2021,Wednesday,Evening,0,0
2021,Wednesday,Evening,0,2
2021,Wednesday,Evening,0,1
2021,Saturday,Afternoon,1,1
2021,Sunday,Night,0,0
2021,Sunday,Night,0,0
2021,Tuesday,Evening,0,1
2021,Tuesday,Afternoon,0,1
2021,Thursday,Evening,0,0
2021,Thursday,Night,0,1
2021,Thursday,Evening,0,0
2021,Thursday,Afternoon,0,0
2021,Friday,Evening,0,1
2021,Saturday,Afternoon,0,0
2021,Saturday,Evening,0,1
2021,Saturday,Evening,0,1
2021,Sunday,Afternoon,0,0
2021,Sunday,Morning,0,1
2021,Sunday,Afternoon,0,1
2021,Wednesday,Evening,0,1
2021,Wednesday,Evening,0,0
2021,Thursday,Evening,0,0
2021,Thursday,Afternoon,0,0
2021,Thursday,Night,0,0
2021,Friday,Night,0,0
2021,Friday,Evening,1,0
2021,Saturday,Evening,0,0
2021,Saturday,Afternoon,0,1
2021,Wednesday,Night,0,0
2021,Thursday,Afternoon,0,0
2021,Friday,Night,0,0
2021,Sunday,Night,0,1
2021,Tuesday,Evening,0,0
2021,Thursday,Morning,0,0
2021,Sunday,Evening,0,0
2021,Monday,Evening,0,0
2021,Monday,Night,0,0
2021,Monday,Morning,0,1
2021,Wednesday,Afternoon,0,1
2021,Saturday,Night,0,0
2021,Saturday,Night,0,0
2021,Tuesday,Morning,0,0
2021,Wednesday,Night,0,0
2021,Friday,Night,0,0
2021,Saturday,Night,0,0
2021,Sunday,Afternoon,1,3
2021,Sunday,Afternoon,0,1
2021,Sunday,Night,0,0
2021,Sunday,Afternoon,0,1
2021,Monday,Night,0,0
2021,Monday,Evening,0,1
2021,Wednesday,Evening,0,0
2021,Saturday,Night,0,1
2021,Saturday,Evening,0,0
2021,Saturday,Afternoon,0,0
2021,Saturday,Evening,0,0
2021,Sunday,Afternoon,0,0
2021,Sunday,Evening,0,0
2021,Sunday,Evening,0,0
2021,Sunday,Evening,0,0
2021,Sunday,Evening,0,0
2021,Monday,Afternoon,0,0
2021,Monday,Evening,0,1
2021,Monday,Evening,0,1
2021,Wednesday,Afternoon,0,1
2021,Saturday,Night,0,1
2021,Saturday,Evening,0,3
2021,Sunday,Evening,0,0
2021,Sunday,Evening,0,0
2021,Friday,Evening,0,1
2021,Monday,Afternoon,0,0
2021,Tuesday,Night,0,0
2021,Wednesday,Evening,0,0
2021,Wednesday,Morning,0,0
2021,Wednesday,Evening,0,0
2021,Thursday,Afternoon,0,0
2021,Friday,Night,1,1
2021,Friday,Afternoon,0,0
2021,Friday,Evening,0,0
2021,Saturday,Night,0,0
2021,Sunday,Evening,0,1
2021,Sunday,Evening,2,0
2021,Sunday,Night,0,1
2021,Sunday,Night,0,2
2021,Monday,Evening,0,0
2021,Monday,Night,1,0
2021,Thursday,Night,0,0
2021,Friday,Afternoon,0,0
2021,Saturday,Evening,0,4
2021,Saturday,Morning,0,0
2021,Saturday,Night,0,0
2021,Saturday,Night,0,0
2021,Saturday,Evening,0,0
2021,Sunday,Evening,0,0
2021,Sunday,Night,0,0
2021,Monday,Night,0,0
2021,Monday,Night,1,0
2021,Tuesday,Evening,0,2
2021,Tuesday,Night,0,0
2021,Tuesday,Night,0,0
2021,Wednesday,Night,0,0
2021,Thursday,Evening,0,0
2021,Thursday,Afternoon,0,0
2021,Sunday,Evening,0,1
2021,Tuesday,Evening,0,0
2021,Tuesday,Evening,0,1
2021,Thursday,Afternoon,0,0
2021,Thursday,Evening,0,0
2021,Friday,Night,1,2
2021,Saturday,Evening,1,0
2021,Sunday,Evening,0,0
2021,Sunday,Night,0,0
2021,Monday,Evening,1,0
2021,Tuesday,Evening,0,1
2021,Thursday,Night,0,0
2021,Friday,Afternoon,0,1
2021,Saturday,Night,0,0
2021,Saturday,Evening,0,0
2021,Sunday,Afternoon,0,0
2021,Sunday,Night,0,1
2021,Monday,Afternoon,0,4
2021,Monday,Night,0,0
2021,Tuesday,Evening,0,1
2021,Friday,Night,0,1
2021,Friday,Night,0,1
2021,Saturday,Night,0,0
2021,Sunday,Night,0,1
2021,Sunday,Night,0,0
2021,Sunday,Afternoon,0,1
2021,Monday,Night,0,0
2021,Monday,Evening,0,0
2021,Monday,Night,0,0
2021,Monday,Night,0,0
2021,Monday,Evening,0,2
2021,Tuesday,Evening,0,1
2021,Tuesday,Evening,0,1
2021,Tuesday,Night,0,0
2021,Tuesday,Evening,0,0
2021,Tuesday,Night,1,0
2021,Tuesday,Night,0,1
2021,Wednesday,Night,0,0
2021,Wednesday,Evening,0,1
2021,Wednesday,Night,0,0
2021,Friday,Afternoon,0,0
2021,Friday,Evening,0,0
2021,Friday,Evening,0,1
2021,Saturday,Evening,0,0
2021,Saturday,Night,0,0
2021,Sunday,Night,0,1
2021,Tuesday,Afternoon,0,1
2021,Wednesday,Evening,0,2
2021,Wednesday,Evening,0,0
2021,Friday,Afternoon,0,0
2021,Friday,Evening,0,0
2021,Friday,Evening,0,1
2021,Friday,Evening,0,0
2021,Saturday,Afternoon,0,0
2021,Sunday,Morning,0,0
2021,Sunday,Night,0,1
2021,Sunday,Night,0,0
2021,Monday,Evening,0,0
2021,Monday,Evening,0,0
2021,Thursday,Afternoon,0,0
2021,Friday,Night,0,0
2021,Sunday,Afternoon,0,0
2021,Sunday,Night,2,2
2021,Sunday,Afternoon,0,0
2021,Monday,Night,0,0
2021,Monday,Night,0,1
2021,Thursday,Morning,0,0
2021,Thursday,Evening,0,0
2021,Friday,Afternoon,0,0
2021,Saturday,Evening,0,0
2021,Saturday,Evening,1,2
2021,Sunday,Evening,0,1
2021,Sunday,Evening,0,0
2021,Sunday,Night,0,1
2021,Monday,Night,0,2
2021,Monday,Night,0,0
2021,Tuesday,Night,0,0
2021,Thursday,Evening,0,0
2021,Thursday,Night,0,0
2021,Thursday,Evening,0,0
2021,Saturday,Evening,0,0
2021,Saturday,Morning,0,0
2021,Saturday,Evening,0,3
2021,Monday,Morning,0,1
2021,Monday,Evening,0,2
2021,Tuesday,Night,0,0
2021,Friday,Morning,1,0
2021,Friday,Night,0,1
2021,Friday,Evening,0,1
2021,Friday,Night,0,1
2021,Saturday,Night,1,1
2021,Saturday,Night,0,0
2021,Saturday,Morning,0,0
2021,Sunday,Afternoon,0,0
2021,Sunday,Evening,0,0
2021,Sunday,Evening,0,1
2021,Tuesday,Evening,0,0
2021,Tuesday,Night,0,0
2021,Wednesday,Evening,0,0
2021,Thursday,Morning,0,0
2021,Friday,Night,0,0
2021,Friday,Afternoon,1,0
2021,Saturday,Evening,0,0
2021,Saturday,Evening,0,1
2021,Saturday,Night,0,1
2021,Sunday,Evening,0,1
2021,Sunday,Night,0,0
2021,Monday,Night,0,0
2021,Tuesday,Evening,1,0
2021,Tuesday,Night,0,1
2021,Thursday,Evening,0,0
2021,Friday,Evening,0,0
2021,Friday,Night,0,0
2021,Saturday,Night,0,1
2021,Saturday,Night,0,0
2021,Sunday,Night,0,0
2021,Sunday,Night,0,0
2021,Monday,Afternoon,0,1
2021,Monday,Evening,0,0
2021,Tuesday,Afternoon,0,1
2021,Wednesday,Night,0,0
2021,Wednesday,Night,0,0
2021,Wednesday,Afternoon,0,0
2021,Friday,Evening,1,0
2021,Saturday,Night,0,0
2021,Saturday,Evening,1,2
2021,Saturday,Night,0,0
2021,Sunday,Night,0,0
2021,Tuesday,Afternoon,0,0
2021,Saturday,Evening,0,0
2021,Sunday,Night,1,0
2021,Sunday,Night,0,0
2021,Sunday,Night,0,0
2021,Monday,Night,0,1
2021,Wednesday,Morning,0,0
2021,Wednesday,Morning,0,0
2021,Thursday,Night,0,1
2021,Thursday,Night,0,1
2021,Friday,Morning,0,0
2021,Friday,Night,0,0
2021,Saturday,Night,0,0
2021,Sunday,Evening,0,0
2021,Sunday,Night,0,0
2021,Tuesday,Evening,0,0
2021,Friday,Evening,0,1
2021,Saturday,Night,0,0
2021,Saturday,Evening,0,2
2021,Saturday,Evening,0,1
2021,Saturday,Afternoon,0,0
2021,Sunday,Evening,0,2
2021,Wednesday,Night,0,0
2021,Wednesday,Evening,1,0
2021,Friday,Afternoon,0,0
2021,Saturday,Night,1,0
2021,Saturday,Night,0,1
2021,Monday,Evening,0,1
2021,Monday,Evening,0,0
2021,Tuesday,Night,0,0
2021,Wednesday,Night,0,0
2021,Wednesday,Afternoon,0,0
2021,Thursday,Night,0,1
2021,Thursday,Night,1,1
2021,Saturday,Afternoon,1,0
2021,Saturday,Night,1,0
2021,Saturday,Night,1,0
2021,Saturday,Night,0,0
2021,Sunday,Evening,1,0
2021,Sunday,Night,0,1
2021,Sunday,Morning,0,1
2021,Sunday,Evening,0,1
2021,Sunday,Night,0,1
2021,Thursday,Night,1,0
2021,Thursday,Evening,0,0
2021,Friday,Evening,0,0
2021,Friday,Evening,0,0
2021,Friday,Night,1,0
2021,Sunday,Night,0,1
2021,Sunday,Night,0,0
2021,Tuesday,Evening,0,1
2021,Wednesday,Evening,0,0
2021,Saturday,Night,0,2
2021,Tuesday,Evening,0,0
2021,Tuesday,Evening,0,0
2021,Tuesday,Evening,0,1
2021,Wednesday,Afternoon,0,0
2021,Thursday,Night,0,0
2021,Thursday,Night,0,0
2021,Thursday,Evening,0,0
2021,Monday,Evening,0,2
2021,Tuesday,Evening,1,0
2021,Tuesday,Night,0,0
2021,Wednesday,Night,0,0
2021,Sunday,Night,0,1
2021,Sunday,Evening,0,1
2021,Monday,Night,0,1
2021,Monday,Evening,0,0
2021,Wednesday,Night,0,0
2021,Wednesday,Night,0,2
2021,Friday,Night,1,0
2021,Saturday,Evening,0,1
2021,Wednesday,Evening,0,0
2021,Thursday,Morning,0,0
2021,Thursday,Night,0,0
2021,Monday,Morning,0,0
2021,Tuesday,Night,0,0
2021,Wednesday,Evening,0,1
2021,Sunday,Evening,0,0
2021,Sunday,Night,0,1
2021,Monday,Evening,0,1
2021,Monday,Night,1,0
2021,Monday,Evening,0,0
2021,Monday,Night,0,1
2021,Tuesday,Evening,0,0
2021,Tuesday,Evening,0,0
2021,Wednesday,Night,0,0
2021,Wednesday,Afternoon,0,0
2021,Friday,Afternoon,0,1
2021,Saturday,Evening,0,0
2021,Sunday,Afternoon,0,0
2021,Tuesday,Night,0,1
2021,Tuesday,Morning,0,0
2021,Wednesday,Afternoon,0,1
2021,Thursday,Night,0,0
2021,Thursday,Evening,1,0
2021,Friday,Evening,1,0
2021,Friday,Night,0,0
2021,Saturday,Morning,0,0
2021,Saturday,Afternoon,0,0
2021,Sunday,Evening,1,0
2021,Sunday,Night,0,0
2021,Sunday,Morning,0,0
2021,Sunday,Night,0,1
2021,Tuesday,Evening,0,0
2021,Thursday,Evening,0,1
2021,Friday,Evening,0,0
2022,Saturday,Night,0,3
2022,Sunday,Afternoon,1,0
2022,Sunday,Night,0,0
2022,Monday,Afternoon,1,0
2022,Monday,Evening,2,1
2022,Tuesday,Night,0,1
2022,Wednesday,Afternoon,0,1
2022,Wednesday,Evening,0,1
2022,Wednesday,Night,0,0
2022,Thursday,Evening,0,0
2022,Thursday,Afternoon,0,0
2022,Friday,Evening,0,1
2022,Friday,Afternoon,0,0
2022,Saturday,Evening,1,0
2022,Saturday,Evening,0,0
2022,Saturday,Night,0,0
2022,Sunday,Evening,0,0
2022,Sunday,Evening,0,1
2022,Sunday,Night,0,0
2022,Tuesday,Night,1,0
2022,Wednesday,Evening,1,0
2022,Friday,Evening,0,0
2022,Saturday,Night,0,1
2022,Saturday,Night,1,0
2022,Sunday,Evening,1,0
2022,Wednesday,Night,0,0
2022,Friday,Afternoon,0,0
2022,Friday,Evening,0,1
2022,Saturday,Morning,0,0
2022,Saturday,Evening,0,1
2022,Sunday,Evening,0,0
2022,Sunday,Evening,0,0
2022,Monday,Morning,0,1
2022,Tuesday,Night,0,0
2022,Tuesday,Morning,0,1
2022,Wednesday,Afternoon,0,1
2022,Wednesday,Evening,0,1
2022,Friday,Night,0,2
2022,Saturday,Evening,0,1
2022,Saturday,Night,0,0
2022,Sunday,Night,0,1
2022,Wednesday,Evening,0,0
2022,Thursday,Evening,0,1
2022,Thursday,Night,0,0
2022,Friday,Evening,0,0
2022,Saturday,Afternoon,0,0
2022,Sunday,Afternoon,0,3
2022,Monday,Morning,0,0
2022,Monday,Afternoon,0,1
2022,Monday,Afternoon,1,0
2022,Tuesday,Night,0,0
2022,Wednesday,Morning,0,0
2022,Thursday,Afternoon,1,0
2022,Friday,Evening,0,0
2022,Saturday,Afternoon,0,0
2022,Saturday,Night,1,0
2022,Monday,Night,0,0
2022,Monday,Night,0,0
2022,Tuesday,Afternoon,0,0
2022,Wednesday,Evening,0,1
2022,Saturday,Morning,0,1
2022,Saturday,Night,0,1
2022,Sunday,Night,0,0
2022,Sunday,Evening,0,1
2022,Monday,Afternoon,1,0
2022,Tuesday,Evening,0,0
2022,Wednesday,Evening,0,0
2022,Sunday,Night,0,0
2022,Sunday,Afternoon,0,0
2022,Saturday,Afternoon,0,1
2022,Saturday,Night,0,0
2022,Sunday,Night,0,0
2022,Sunday,Morning,0,1
2022,Monday,Night,0,0
2022,Monday,Evening,0,0
2022,Monday,Evening,0,0
2022,Tuesday,Night,0,0
2022,Wednesday,Night,0,0
2022,Thursday,Evening,0,0
2022,Thursday,Evening,0,0
2022,Thursday,Morning,0,0
2022,Thursday,Night,0,0
2022,Saturday,Afternoon,0,0
2022,Saturday,Night,0,0
2022,Wednesday,Evening,0,0
2022,Friday,Evening,0,0
2022,Sunday,Night,0,1
2022,Sunday,Night,0,0
2022,Monday,Evening,0,0
2022,Monday,Afternoon,0,1
2022,Thursday,Night,0,0
2022,Friday,Night,0,0
2022,Monday,Evening,0,0
2022,Monday,Evening,0,0
2022,Thursday,Evening,0,0
2022,Thursday,Evening,0,0
2022,Thursday,Afternoon,1,0
2022,Friday,Evening,0,0
2022,Saturday,Night,0,0
2022,Saturday,Afternoon,0,1
2022,Saturday,Night,0,0
2022,Saturday,Evening,1,0
2022,Sunday,Night,0,0
2022,Sunday,Evening,0,0
2022,Monday,Night,0,1
2022,Wednesday,Night,0,0
2022,Thursday,Afternoon,0,0
2022,Thursday,Night,0,0
2022,Friday,Night,0,1
2022,Friday,Night,0,0
2022,Saturday,Evening,0,0
2022,Saturday,Night,0,0
2022,Saturday,Night,0,5
2022,Saturday,Evening,0,0
2022,Sunday,Evening,0,0
2022,Tuesday,Night,0,0
2022,Tuesday,Night,0,0
2022,Tuesday,Evening,0,0
2022,Wednesday,Night,0,0
2022,Thursday,Afternoon,0,0
2022,Friday,Afternoon,0,0
2022,Saturday,Night,0,0
2022,Monday,Morning,0,1
2022,Wednesday,Afternoon,0,0
2022,Wednesday,Night,0,0
2022,Thursday,Evening,1,1
2022,Friday,Afternoon,0,0
2022,Friday,Night,0,0
2022,Saturday,Morning,0,1
2022,Saturday,Afternoon,1,1
2022,Sunday,Night,0,0
2022,Monday,Evening,0,0
2022,Monday,Night,0,0
2022,Tuesday,Night,0,1
2022,Tuesday,Night,0,0
2022,Friday,Evening,0,0
2022,Friday,Night,0,0
2022,Saturday,Night,1,1
2022,Monday,Afternoon,0,0
2022,Monday,Evening,1,0
2022,Monday,Night,0,1
2022,Tuesday,Evening,0,0
2022,Tuesday,Evening,0,1
2022,Tuesday,Evening,0,0
2022,Thursday,Night,0,1
2022,Thursday,Evening,0,0
2022,Thursday,Morning,0,1
2022,Saturday,Afternoon,0,0
2022,Sunday,Evening,0,0
2022,Sunday,Night,0,0
2022,Sunday,Night,0,0
2022,Sunday,Night,0,0
2022,Wednesday,Evening,0,0
2022,Wednesday,Evening,0,0
2022,Saturday,Night,0,1
2022,Sunday,Night,0,0
2022,Sunday,Afternoon,0,0
2022,Sunday,Evening,0,0
2022,Sunday,Evening,0,2
2022,Monday,Evening,0,0
2022,Monday,Afternoon,0,0
2022,Monday,Evening,0,1
2022,Tuesday,Evening,0,1
2022,Tuesday,Afternoon,0,0
2022,Wednesday,Evening,0,0
2022,Friday,Evening,0,0
2022,Saturday,Night,0,0
2022,Monday,Night,0,0
2022,Wednesday,Night,0,0
2022,Wednesday,Night,0,0
2022,Thursday,Night,0,1
2022,Thursday,Evening,0,1
2022,Sunday,Night,1,0
2022,Monday,Morning,0,1
2022,Tuesday,Afternoon,0,0
2022,Tuesday,Evening,0,0
2022,Wednesday,Evening,1,0
2022,Wednesday,Night,0,1
2022,Friday,Afternoon,0,0
2022,Monday,Afternoon,0,0
2022,Tuesday,Night,0,0
2022,Wednesday,Evening,0,0
2022,Wednesday,Evening,1,0
2022,Wednesday,Night,0,0
2022,Wednesday,Evening,0,1
2022,Thursday,Morning,0,0
2022,Friday,Evening,1,1
2022,Saturday,Night,0,1
2022,Sunday,Night,0,0
2022,Sunday,Afternoon,1,0
2022,Sunday,Afternoon,0,2
2022,Sunday,Afternoon,0,1
2022,Sunday,Evening,0,4
2022,Tuesday,Evening,0,0
2022,Wednesday,Evening,0,0
2022,Wednesday,Evening,0,0
2022,Wednesday,Evening,0,0
2022,Thursday,Night,0,0
2022,Thursday,Evening,0,1
2022,Thursday,Evening,0,0
2022,Thursday,Night,0,0
2022,Thursday,Morning,0,0
2022,Saturday,Afternoon,0,0
2022,Monday,Night,0,0
2022,Monday,Evening,0,1
2022,Tuesday,Afternoon,0,0
2022,Tuesday,Night,0,6
2022,Thursday,Afternoon,0,1
2022,Sunday,Morning,0,0
2022,Monday,Night,0,1
2022,Wednesday,Evening,0,0
2022,Thursday,Night,0,0
2022,Thursday,Night,0,1
2022,Thursday,Evening,1,0
2022,Friday,Evening,0,0
2022,Saturday,Evening,0,2
2022,Saturday,Night,0,0
2022,Saturday,Morning,0,0
2022,Saturday,Night,0,0
2022,Sunday,Evening,0,0
2022,Thursday,Evening,0,0
2022,Saturday,Evening,1,0
2022,Sunday,Night,1,1
2022,Sunday,Evening,0,1
2022,Tuesday,Night,0,1
2022,Friday,Night,0,0
2022,Saturday,Night,0,0
2022,Sunday,Night,0,0
2022,Sunday,Morning,0,0
2022,Monday,Evening,0,0
2022,Monday,Afternoon,0,0
2022,Tuesday,Night,0,1
2022,Tuesday,Night,0,0
2022,Tuesday,Night,0,0
2022,Thursday,Evening,0,1
2022,Friday,Night,0,0
2022,Friday,Night,0,1
2022,Friday,Night,0,0
2022,Saturday,Night,0,1
2022,Tuesday,Evening,0,1
2022,Tuesday,Evening,0,0
2022,Wednesday,Night,0,0
2022,Wednesday,Afternoon,0,0
2022,Wednesday,Night,0,0
2022,Sunday,Night,0,1
2022,Sunday,Night,0,2
2022,Tuesday,Night,1,1
2022,Tuesday,Morning,0,1
2022,Thursday,Evening,0,1
